scope,gain,seed,return,length
all,0.0,4,-136.66589704784087,73.0
all,0.0,4,-65.4415988861777,78.0
all,0.0,4,-109.59160784357695,60.0
all,0.0,4,-114.90307629301759,57.0
all,0.0,4,-125.41912039414731,61.0
all,0.0,4,-145.99811022801416,54.0
all,0.0,4,-131.93863675793062,58.0
all,0.0,4,-132.61219608518897,83.0
all,0.0,4,-115.61773765418548,67.0
all,0.0,4,-151.3010751137557,72.0
all,0.0,4,-112.09839283943279,62.0
all,0.0,4,-165.04910744167307,69.0
all,0.0,4,-126.07705357930365,58.0
all,0.0,4,-178.2863879422398,71.0
all,0.0,4,-154.049639070713,88.0
all,0.0,4,-147.0260854789036,83.0
all,0.0,4,-151.2351364599378,67.0
all,0.25,0,2.672112534837396,80.0
all,0.25,0,-132.17916060827625,91.0
all,0.25,0,-123.40683478887064,87.0
all,0.25,0,-124.5354924335469,56.0
all,0.25,0,-23.538547666855365,95.0
all,0.25,0,10.713976934777236,109.0
all,0.25,0,-60.55491345361723,72.0
all,0.25,0,-135.11213432945195,79.0
all,0.25,0,-108.1478977804655,60.0
all,0.25,0,-104.0786601630457,103.0
all,0.25,0,-80.62106242381884,67.0
all,0.25,0,-16.629358316116452,100.0
all,0.25,0,-92.6055031903737,80.0
all,0.25,0,-155.97003792367758,68.0
all,0.25,0,18.586291486517894,80.0
all,0.25,0,-159.896928062566,73.0
all,0.25,0,-25.410191663316738,99.0
all,0.25,0,-78.58751466371407,93.0
all,0.25,0,-180.73886787032373,75.0
all,0.25,0,-99.44952644620813,101.0
all,0.25,1,-2.580351082869484,129.0
all,0.25,1,-132.87136002560516,83.0
all,0.25,1,-192.6740432977495,86.0
all,0.25,1,-218.21131224205743,91.0
all,0.25,1,-27.761067840370444,78.0
all,0.25,1,-0.201386533008602,115.0
all,0.25,1,-244.12531869233584,97.0
all,0.25,1,-27.37263838207673,99.0
all,0.25,1,-123.6344680650954,64.0
all,0.25,1,-184.75325812822848,73.0
all,0.25,1,-163.1363123085703,82.0
all,0.25,1,-19.65510965929242,110.0
all,0.25,1,-140.24127617356004,109.0
all,0.25,1,-46.963744389740114,109.0
all,0.25,1,24.738250742524073,120.0
all,0.25,1,-63.08570230496835,81.0
all,0.25,1,-72.08678391352423,83.0
all,0.25,1,-156.234407596816,81.0
all,0.25,1,-143.23454205207253,81.0
all,0.25,1,9.983871253122487,117.0
all,0.25,2,-13.108163194262417,111.0
all,0.25,2,-59.075736750883515,106.0
all,0.25,2,-304.8227726398362,91.0
all,0.25,2,-102.15954762350762,104.0
all,0.25,2,-38.38265663966596,62.0
all,0.25,2,-75.91419817801564,80.0
all,0.25,2,-148.8821992077252,76.0
all,0.25,2,-31.467352191790752,68.0
all,0.25,2,-111.06210539862869,96.0
all,0.25,2,-80.89644991320111,63.0
all,0.25,2,-181.57434366802153,86.0
all,0.25,2,11.46304308677054,87.0
all,0.25,2,-16.998665206395813,111.0
all,0.25,2,-121.23284053198229,74.0
all,0.25,2,-169.89327790603747,92.0
all,0.25,2,7.520138446548742,85.0
all,0.25,2,-225.07390567576962,94.0
all,0.25,2,-169.01667589394486,111.0
all,0.25,2,44.76570729276594,79.0
all,0.25,2,-153.97745707975594,77.0
all,0.25,3,-21.82179684936959,107.0
all,0.25,3,-19.892420079317645,96.0
all,0.25,3,-72.73058083865446,88.0
all,0.25,3,-235.982075471911,106.0
all,0.25,3,-27.819877542831776,68.0
all,0.25,3,-160.57157947033386,74.0
all,0.25,3,-159.20262061237474,95.0
all,0.25,3,-162.38391040413416,89.0
all,0.25,3,-66.70416208143904,83.0
all,0.25,3,-54.88110301339522,96.0
all,0.25,3,-35.0563488770301,81.0
all,0.25,3,-141.18214229710924,90.0
all,0.25,3,-112.95352049093746,83.0
all,0.25,3,17.734341656327473,90.0
all,0.25,3,-161.82684188282605,96.0
all,0.25,3,-84.97122702570182,85.0
all,0.25,3,-76.40137545253428,102.0
all,0.25,3,-62.78204577333417,89.0
all,0.25,3,2.061210925459932,93.0
all,0.25,3,-108.21220316000043,98.0
all,0.25,4,22.690318435969175,107.0
all,0.25,4,-281.662751919615,97.0
all,0.25,4,-32.78824744387893,72.0
all,0.25,4,-77.16352655679822,88.0
all,0.25,4,-162.62904528858633,92.0
all,0.25,4,-51.41478694262885,77.0
all,0.25,4,-85.63842067583441,69.0
all,0.25,4,-98.39232266752381,86.0
all,0.25,4,-154.5101261315283,68.0
all,0.25,4,-103.84495413474947,78.0
all,0.25,4,-97.68297118359762,103.0
all,0.25,4,-9.562821272016308,95.0
all,0.25,4,-174.9650732852169,97.0
all,0.25,4,-11.851527800954685,93.0
all,0.25,4,-258.8227410793071,90.0
all,0.25,4,-82.47434931990821,82.0
all,0.25,4,-193.156052878681,86.0
all,0.25,4,-256.94483130828456,114.0
all,0.25,4,-204.36629852200159,110.0
all,0.25,4,-81.71599663577022,95.0
all,0.5,0,27.307433414412515,93.0
all,0.5,0,-132.15421852000486,91.0
all,0.5,0,-122.31202131713822,87.0
all,0.5,0,-124.21167589705306,56.0
all,0.5,0,-59.31101754962885,97.0
all,0.5,0,273.53311213163704,191.0
all,0.5,0,-37.11032148626341,77.0
all,0.5,0,-137.45351936389216,80.0
all,0.5,0,-108.78499155187475,60.0
all,0.5,0,-82.60620153527228,108.0
all,0.5,0,-75.34635469434741,70.0
all,0.5,0,7.973744074668971,110.0
all,0.5,0,-59.288268191175014,81.0
all,0.5,0,-147.37208332064796,69.0
all,0.5,0,42.82792625111642,91.0
all,0.5,0,-152.76228126445267,75.0
all,0.5,0,5.964758327844024,111.0
all,0.5,0,-79.71249851509381,100.0
all,0.5,0,-180.52442052674473,75.0
all,0.5,0,-104.66668911114823,109.0
all,0.5,1,-15.823662365130872,146.0
all,0.5,1,-141.0340842509381,85.0
all,0.5,1,-190.8248476970938,87.0
all,0.5,1,-145.82814014167047,94.0
all,0.5,1,-14.942995334126365,84.0
all,0.5,1,36.79487948342086,128.0
all,0.5,1,-333.99267489362444,103.0
all,0.5,1,-58.37093359031929,101.0
all,0.5,1,-146.79497213939374,64.0
all,0.5,1,-178.57529709679682,221.0
all,0.5,1,-214.51125884275675,92.0
all,0.5,1,-6.387246236551803,116.0
all,0.5,1,-146.15891506787108,110.0
all,0.5,1,-44.288198085283156,118.0
all,0.5,1,265.62634739471616,221.0
all,0.5,1,-65.389237843321,88.0
all,0.5,1,-79.92395445407486,88.0
all,0.5,1,-328.7770663318866,103.0
all,0.5,1,-146.15550641823677,83.0
all,0.5,1,50.584864114146455,130.0
all,0.5,2,204.7241132309689,213.0
all,0.5,2,-55.50730742168819,112.0
all,0.5,2,-149.9492651417555,70.0
all,0.5,2,-102.30289122676322,108.0
all,0.5,2,-8.639007869863079,63.0
all,0.5,2,-24.40032944489954,98.0
all,0.5,2,-149.60181818105292,77.0
all,0.5,2,-20.959845079607632,70.0
all,0.5,2,-129.84629893788983,98.0
all,0.5,2,-76.23115497571135,64.0
all,0.5,2,-232.14939228467262,90.0
all,0.5,2,18.64568832852406,107.0
all,0.5,2,-33.58016149299725,135.0
all,0.5,2,-130.94664679987446,76.0
all,0.5,2,-173.94445491465925,93.0
all,0.5,2,272.8167279171304,254.0
all,0.5,2,-233.15467661617106,94.0
all,0.5,2,-174.40643034350984,112.0
all,0.5,2,27.99920736884772,73.0
all,0.5,2,223.4674195209593,194.0
all,0.5,3,-28.904033281135483,128.0
all,0.5,3,-23.442402554471713,94.0
all,0.5,3,-77.95225311869075,89.0
all,0.5,3,-140.22778512922724,83.0
all,0.5,3,4.825441129391123,71.0
all,0.5,3,-162.37946862920836,75.0
all,0.5,3,-159.21430825739318,95.0
all,0.5,3,-156.43249114933843,89.0
all,0.5,3,-63.83975861538901,90.0
all,0.5,3,-60.76191587822424,105.0
all,0.5,3,-16.834321263216864,94.0
all,0.5,3,-132.30559408000727,91.0
all,0.5,3,-114.97952349561524,84.0
all,0.5,3,38.10728315776191,97.0
all,0.5,3,-165.52283938840264,96.0
all,0.5,3,-84.8339391757822,86.0
all,0.5,3,-72.33687741432847,111.0
all,0.5,3,-71.98534263211175,94.0
all,0.5,3,28.602511809905224,102.0
all,0.5,3,-106.1197034921628,101.0
all,0.5,4,261.2268673205049,241.0
all,0.5,4,-293.1796805861095,96.0
all,0.5,4,-2.613991529224606,76.0
all,0.5,4,-62.27589808820118,92.0
all,0.5,4,-173.7582762243224,98.0
all,0.5,4,-40.88434665073495,82.0
all,0.5,4,-87.08518868657566,70.0
all,0.5,4,-109.83436376347544,92.0
all,0.5,4,-167.04429059067144,72.0
all,0.5,4,-111.51606480354525,83.0
all,0.5,4,-94.12373006941483,108.0
all,0.5,4,250.71998180162265,171.0
all,0.5,4,-193.41131763607405,102.0
all,0.5,4,1.8563115169939266,103.0
all,0.5,4,-258.99000734865626,90.0
all,0.5,4,-83.26831930242678,87.0
all,0.5,4,-211.13637350692207,88.0
all,0.5,4,-264.1649721731032,110.0
all,0.5,4,-257.0586619285747,122.0
all,0.5,4,-173.64851099947452,97.0
all,0.75,0,295.85712307751476,165.0
all,0.75,0,285.9786435170105,217.0
all,0.75,0,280.20140958306166,205.0
all,0.75,0,313.71259670723225,167.0
all,0.75,0,16.715103239643554,121.0
all,0.75,0,269.26524184258443,175.0
all,0.75,0,275.4571714894255,155.0
all,0.75,0,245.94719322898445,186.0
all,0.75,0,282.55062235118424,181.0
all,0.75,0,229.10506025244462,216.0
all,0.75,0,283.4164131543705,144.0
all,0.75,0,255.69019669254482,172.0
all,0.75,0,275.42165902001926,193.0
all,0.75,0,274.7048324276283,171.0
all,0.75,0,284.60270496205874,170.0
all,0.75,0,279.13521651918325,166.0
all,0.75,0,22.87752949618536,120.0
all,0.75,0,270.85511799207075,164.0
all,0.75,0,284.12604199514664,423.0
all,0.75,0,172.78171697803174,464.0
all,0.75,1,35.603358412658025,134.0
all,0.75,1,281.5512999473847,179.0
all,0.75,1,284.467788731589,207.0
all,0.75,1,311.2615889014026,225.0
all,0.75,1,281.97164370161533,163.0
all,0.75,1,274.31539534740125,193.0
all,0.75,1,292.2347993188718,223.0
all,0.75,1,270.8035524166563,202.0
all,0.75,1,303.2876422265145,225.0
all,0.75,1,279.4716667014594,206.0
all,0.75,1,290.7346986260036,212.0
all,0.75,1,272.5117352193982,213.0
all,0.75,1,44.11668158504423,148.0
all,0.75,1,279.2569810699202,208.0
all,0.75,1,276.2560390645276,191.0
all,0.75,1,242.62174962059498,154.0
all,0.75,1,273.7787417446358,176.0
all,0.75,1,251.46725792898707,204.0
all,0.75,1,255.11988995111957,176.0
all,0.75,1,285.1019431922945,220.0
all,0.75,2,247.44480187186738,210.0
all,0.75,2,282.30227510825114,229.0
all,0.75,2,289.51696761922926,243.0
all,0.75,2,283.7190147164116,241.0
all,0.75,2,278.7365308076803,196.0
all,0.75,2,284.4777817564697,202.0
all,0.75,2,259.30618977848417,751.0
all,0.75,2,227.85144567578385,820.0
all,0.75,2,267.7147475803089,228.0
all,0.75,2,238.55346365771027,230.0
all,0.75,2,284.8732294314557,213.0
all,0.75,2,278.01715286065684,177.0
all,0.75,2,252.3028035036992,212.0
all,0.75,2,290.6967792798814,213.0
all,0.75,2,287.8419717016337,234.0
all,0.75,2,272.50862000362724,190.0
all,0.75,2,-144.88660128786742,602.0
all,0.75,2,289.8292889724415,259.0
all,0.75,2,299.06487593777706,194.0
all,0.75,2,276.7650579828884,209.0
all,0.75,3,250.11721670037747,184.0
all,0.75,3,286.249779740313,205.0
all,0.75,3,263.1875070437869,160.0
all,0.75,3,287.1549121470247,223.0
all,0.75,3,289.9060165176113,152.0
all,0.75,3,283.59738385119886,223.0
all,0.75,3,293.48458466455577,246.0
all,0.75,3,277.85747587485207,234.0
all,0.75,3,259.03049980482245,195.0
all,0.75,3,258.88315965405434,191.0
all,0.75,3,265.16472787005404,179.0
all,0.75,3,268.0249208721481,230.0
all,0.75,3,263.51448763707964,200.0
all,0.75,3,271.50984684549076,157.0
all,0.75,3,289.88078172846843,246.0
all,0.75,3,266.17626078919153,205.0
all,0.75,3,223.76772294636078,199.0
all,0.75,3,249.11135360446977,185.0
all,0.75,3,267.37476321316854,174.0
all,0.75,3,229.4490430414008,205.0
all,0.75,4,260.65283626833605,180.0
all,0.75,4,-192.37874500124343,552.0
all,0.75,4,261.9097184238576,195.0
all,0.75,4,250.2708401214426,156.0
all,0.75,4,278.29946551481464,218.0
all,0.75,4,-14.320996414090937,1000.0
all,0.75,4,264.70714493533796,159.0
all,0.75,4,268.92060737416375,190.0
all,0.75,4,35.11647229107561,78.0
all,0.75,4,279.09845096320544,185.0
all,0.75,4,275.7789469980519,209.0
all,0.75,4,240.35985803435628,165.0
all,0.75,4,274.1679143664799,196.0
all,0.75,4,251.8330548895183,164.0
all,0.75,4,294.2725923532554,258.0
all,0.75,4,274.25381395998795,186.0
all,0.75,4,218.2095879703706,176.0
all,0.75,4,301.2540185234054,232.0
all,0.75,4,283.5146432368648,220.0
all,0.75,4,273.19956786912013,199.0
main,0.0,0,-141.45785947476423,52.0
main,0.0,0,-188.6581372360268,90.0
main,0.0,0,-205.15713971085265,83.0
main,0.0,0,-128.53240360709435,52.0
main,0.0,0,-143.40562572750733,81.0
main,0.0,0,-104.09928615494856,82.0
main,0.0,0,-124.59658199739854,56.0
main,0.0,0,-144.2219806112049,58.0
main,0.0,0,-132.423668278512,56.0
main,0.0,0,-150.72548116275686,77.0
main,0.0,0,-136.55046745713042,57.0
main,0.0,0,-129.10264363573094,75.0
main,0.0,0,-174.29093945484425,76.0
main,0.0,0,-141.66157868223854,65.0
main,0.0,0,-89.59941362337112,54.0
main,0.0,0,-151.74747831600112,65.0
main,0.0,0,-119.12729868301281,73.0
main,0.0,0,-135.26213984644912,78.0
main,0.0,0,-94.30658978554736,83.0
main,0.0,0,-129.53299011218292,82.0
main,0.0,1,-122.87310195625085,81.0
main,0.0,1,-153.23440557378814,59.0
main,0.0,1,-141.04024242482677,69.0
main,0.0,1,-202.24289385701167,85.0
main,0.0,1,-128.94646330118815,55.0
main,0.0,1,-127.72848961722812,85.0
main,0.0,1,-135.6358668496949,82.0
main,0.0,1,-155.39115038785803,79.0
main,0.0,1,-126.5966320287425,49.0
main,0.0,1,-129.1726635653396,63.0
main,0.0,1,-155.70026144001352,77.0
main,0.0,1,-141.5004054933836,83.0
main,0.0,1,-112.19485040483468,87.0
main,0.0,1,-137.12264336274873,84.0
main,0.0,1,-126.25622026490888,86.0
main,0.0,1,-105.16896280701786,62.0
main,0.0,1,-147.53152642006717,59.0
main,0.0,1,-129.10379229786392,61.0
main,0.0,1,-127.12659136450912,58.0
main,0.0,1,-114.26449543627926,91.0
main,0.0,2,-168.73116857383013,75.0
main,0.0,2,-142.0823272644602,90.0
main,0.0,2,-158.33515940177733,64.0
main,0.0,2,-136.38881787328376,90.0
main,0.0,2,-133.33250334952783,57.0
main,0.0,2,-142.82464125939953,54.0
main,0.0,2,-168.48566439783866,66.0
main,0.0,2,-78.83451366242669,59.0
main,0.0,2,-159.68986084423454,74.0
main,0.0,2,-127.18175981949409,57.0
main,0.0,2,-182.09324060797894,81.0
main,0.0,2,-142.4603880308679,51.0
main,0.0,2,-163.50162342349992,78.0
main,0.0,2,-160.27632360639598,58.0
main,0.0,2,-141.95929733259248,80.0
main,0.0,2,-156.67888691661142,54.0
main,0.0,2,-132.51210581299244,90.0
main,0.0,2,-145.50004727668977,91.0
main,0.0,2,-161.7253615568526,53.0
main,0.0,2,-59.61197067172698,75.0
main,0.0,3,-151.63356525287338,72.0
main,0.0,3,-142.67794397404913,83.0
main,0.0,3,-137.5450468680578,57.0
main,0.0,3,-124.0334235326334,79.0
main,0.0,3,-137.29242460774384,52.0
main,0.0,3,-126.61863662099985,63.0
main,0.0,3,-118.17359179040335,89.0
main,0.0,3,-130.80311207185372,79.0
main,0.0,3,-143.9645696317313,61.0
main,0.0,3,-151.27955700979425,63.0
main,0.0,3,-156.03124899047617,60.0
main,0.0,3,-119.525725885219,79.0
main,0.0,3,-134.3619375011359,64.0
main,0.0,3,-129.89227336225318,57.0
main,0.0,3,-118.31925437545038,91.0
main,0.0,3,-136.82672792011584,66.0
main,0.0,3,-150.76713919993122,67.0
main,0.0,3,-146.91105417462154,60.0
main,0.0,3,-143.08992650911517,59.0
main,0.0,3,-141.8116312045937,59.0
main,0.0,4,-103.58009916673666,81.0
main,0.0,4,-149.401239812098,71.0
main,0.0,4,-97.34788669799187,57.0
main,0.0,4,-129.57998302126228,73.0
main,0.0,4,-148.20200368762158,74.0
main,0.0,4,-108.48000432761815,60.0
main,0.0,4,-99.55900293915967,57.0
main,0.0,4,-125.47848727889641,61.0
main,0.0,4,-91.83308619110718,55.0
main,0.0,4,-113.0169460639508,59.0
main,0.0,4,-127.73338464026699,83.0
main,0.0,4,-116.00127762235437,67.0
main,0.0,4,-146.32686176739597,71.0
main,0.0,4,-105.934138433533,62.0
main,0.0,4,-134.71979504765193,67.0
main,0.0,4,-124.69386497467497,58.0
main,0.0,4,-135.9845598091712,72.0
main,0.0,4,-154.54174948152183,88.0
main,0.0,4,-145.80519491307712,82.0
main,0.0,4,-141.018636920539,67.0
main,0.25,0,40.318227485402815,84.0
main,0.25,0,41.01108135381094,146.0
main,0.25,0,14.600848849078218,119.0
main,0.25,0,41.8457587671748,88.0
main,0.25,0,-4.7620270708664805,109.0
main,0.25,0,10.188851335920091,109.0
main,0.25,0,-46.511934086096275,76.0
main,0.25,0,6.449625670899323,90.0
main,0.25,0,28.700663796536958,88.0
main,0.25,0,-5.3044500863350805,107.0
main,0.25,0,-23.419937534159445,75.0
main,0.25,0,-9.166173857596519,104.0
main,0.25,0,28.368920517719346,118.0
main,0.25,0,7.644831083980918,91.0
main,0.25,0,15.897179680869812,80.0
main,0.25,0,4.174870961131646,95.0
main,0.25,0,-25.25043133406929,99.0
main,0.25,0,-19.90085239475843,96.0
main,0.25,0,-7.508376360678156,113.0
main,0.25,0,-31.06719056435398,102.0
main,0.25,1,-4.643010361901446,117.0
main,0.25,1,-37.262422157470056,83.0
main,0.25,1,19.13794671627933,115.0
main,0.25,1,47.070226345698416,135.0
main,0.25,1,-2.413382866196571,79.0
main,0.25,1,8.45437548919304,115.0
main,0.25,1,33.09257888876121,125.0
main,0.25,1,-9.976249699945086,103.0
main,0.25,1,-9.492125387022725,73.0
main,0.25,1,26.208760678830174,102.0
main,0.25,1,33.645980131173076,129.0
main,0.25,1,1.8617503655483318,109.0
main,0.25,1,11.162389556614457,133.0
main,0.25,1,2.240428849780855,108.0
main,0.25,1,28.243740884394185,121.0
main,0.25,1,-13.941834064452053,87.0
main,0.25,1,-3.313000626549268,85.0
main,0.25,1,-15.76101521061014,101.0
main,0.25,1,-25.92689122227449,84.0
main,0.25,1,10.001419853924276,119.0
main,0.25,2,9.360919409624017,112.0
main,0.25,2,6.220184676349675,115.0
main,0.25,2,47.03151404068748,134.0
main,0.25,2,-7.256115576109266,117.0
main,0.25,2,-13.27752727484831,87.0
main,0.25,2,13.229454987888573,82.0
main,0.25,2,-0.2473696225684705,96.0
main,0.25,2,39.25480840209383,93.0
main,0.25,2,26.43062494543821,120.0
main,0.25,2,28.44632741932469,104.0
main,0.25,2,-2.297336005897222,106.0
main,0.25,2,22.76590343395668,89.0
main,0.25,2,0.44994889489927914,110.0
main,0.25,2,26.7558454354199,106.0
main,0.25,2,-6.794305094368596,131.0
main,0.25,2,19.047157730983216,86.0
main,0.25,2,21.932341299393116,145.0
main,0.25,2,40.11966899645921,136.0
main,0.25,2,59.25775795438213,102.0
main,0.25,2,20.588291346076787,106.0
main,0.25,3,-3.8713514123276695,109.0
main,0.25,3,7.813698177988243,111.0
main,0.25,3,30.10911675479366,106.0
main,0.25,3,2.2715457378256474,112.0
main,0.25,3,24.328304348967848,75.0
main,0.25,3,52.2847185134691,134.0
main,0.25,3,49.61132990826462,155.0
main,0.25,3,50.555410881697895,158.0
main,0.25,3,21.571973403187386,104.0
main,0.25,3,9.657836045838835,106.0
main,0.25,3,10.50032449528733,89.0
main,0.25,3,33.73686550376755,140.0
main,0.25,3,24.890472342716123,117.0
main,0.25,3,25.07426977654717,95.0
main,0.25,3,52.52809027477559,162.0
main,0.25,3,35.69718090835599,124.0
main,0.25,3,-18.812364922284132,107.0
main,0.25,3,3.597887050127909,96.0
main,0.25,3,0.7171237487934405,94.0
main,0.25,3,20.532319655004173,102.0
main,0.25,4,-9.766804732152522,102.0
main,0.25,4,-20.94089840399073,95.0
main,0.25,4,-1.0611235499334555,77.0
main,0.25,4,-39.28079701603025,89.0
main,0.25,4,56.4616512775589,161.0
main,0.25,4,-20.688578949906315,81.0
main,0.25,4,10.928832455452095,86.0
main,0.25,4,34.91295223722804,119.0
main,0.25,4,-55.55214029289487,67.0
main,0.25,4,62.56797226136908,128.0
main,0.25,4,16.315053387761097,136.0
main,0.25,4,-27.720396565715404,92.0
main,0.25,4,31.22817216070024,148.0
main,0.25,4,-20.423240032609797,87.0
main,0.25,4,56.31298785404459,175.0
main,0.25,4,38.29249629485736,119.0
main,0.25,4,-46.54019963215019,89.0
main,0.25,4,53.27786887545983,172.0
main,0.25,4,36.791222306641544,155.0
main,0.25,4,32.39766466553493,131.0
main,0.5,0,289.2646760014691,158.0
main,0.5,0,294.54447837421685,242.0
main,0.5,0,271.88121974006594,212.0
main,0.5,0,54.73600395686728,90.0
main,0.5,0,2.312858450736684,111.0
main,0.5,0,53.12654525362822,126.0
main,0.5,0,5.274222508192437,81.0
main,0.5,0,264.07643626200735,173.0
main,0.5,0,287.6290060290486,177.0
main,0.5,0,240.98102070740117,186.0
main,0.5,0,-17.020858269086617,79.0
main,0.5,0,38.050115023541366,120.0
main,0.5,0,267.1651882732074,186.0
main,0.5,0,250.00259154134193,170.0
main,0.5,0,42.92032615955358,91.0
main,0.5,0,47.22758108940269,121.0
main,0.5,0,14.461173242072348,110.0
main,0.5,0,-3.2646031436946714,101.0
main,0.5,0,272.4005299786129,187.0
main,0.5,0,4.302250822961497,108.0
main,0.5,1,10.865926485939184,128.0
main,0.5,1,25.532543740158715,95.0
main,0.5,1,281.3049557981533,218.0
main,0.5,1,316.05297344637916,229.0
main,0.5,1,68.2676634015165,94.0
main,0.5,1,40.29378033981865,129.0
main,0.5,1,56.07586222083026,152.0
main,0.5,1,41.12200740730938,118.0
main,0.5,1,25.68349008195308,94.0
main,0.5,1,237.78438547006627,194.0
main,0.5,1,294.43545089840916,220.0
main,0.5,1,43.427526404451186,124.0
main,0.5,1,41.01865117154293,142.0
main,0.5,1,30.391825021798013,119.0
main,0.5,1,69.08577679325202,142.0
main,0.5,1,13.25450195789442,103.0
main,0.5,1,46.52755263905337,109.0
main,0.5,1,1.7839587476524486,117.0
main,0.5,1,-6.071054295491592,100.0
main,0.5,1,49.56604444469295,131.0
main,0.5,2,26.896757423297842,150.0
main,0.5,2,294.18830290745524,209.0
main,0.5,2,294.33355394271393,225.0
main,0.5,2,28.051480418769472,135.0
main,0.5,2,280.3623291574682,196.0
main,0.5,2,53.09239574037096,113.0
main,0.5,2,279.14026393147253,267.0
main,0.5,2,40.340304444361664,105.0
main,0.5,2,270.93488357340874,221.0
main,0.5,2,276.4977024440267,208.0
main,0.5,2,283.5021747140855,345.0
main,0.5,2,66.16691280598107,118.0
main,0.5,2,260.06773588241566,196.0
main,0.5,2,297.1156571038389,225.0
main,0.5,2,23.964537955721127,159.0
main,0.5,2,278.79648959750153,198.0
main,0.5,2,44.132168002921475,171.0
main,0.5,2,298.33603805060534,236.0
main,0.5,2,300.81287763775447,178.0
main,0.5,2,285.3866109012627,196.0
main,0.5,3,242.40222177857152,194.0
main,0.5,3,39.53804043467787,130.0
main,0.5,3,264.1037687007299,193.0
main,0.5,3,277.32379350954557,209.0
main,0.5,3,58.18692545201918,95.0
main,0.5,3,284.474257397598,204.0
main,0.5,3,299.1139412621544,217.0
main,0.5,3,283.97381742806033,213.0
main,0.5,3,261.307023306961,198.0
main,0.5,3,244.62779966638038,189.0
main,0.5,3,269.797279750525,193.0
main,0.5,3,264.1384896861699,249.0
main,0.5,3,263.3521081778009,212.0
main,0.5,3,38.03678266480949,111.0
main,0.5,3,281.35601599980305,219.0
main,0.5,3,261.43301761107256,184.0
main,0.5,3,230.19961269448527,256.0
main,0.5,3,253.0321636798942,205.0
