scope,gain,seed,return,length
all,0.25,1,241.6432168164103,392.0
all,0.25,1,288.2508186260376,221.0
all,0.25,1,268.6874526291683,204.0
all,0.25,1,278.5557343042749,212.0
all,0.25,1,276.45692472954966,182.0
all,0.25,1,273.8621480004333,206.0
all,0.25,1,242.11413499122156,167.0
all,0.25,1,274.8737912626625,186.0
all,0.25,1,246.08484942443624,232.0
all,0.25,1,263.295972276365,192.0
all,0.25,1,284.191931196203,200.0
all,0.25,2,244.54207897591496,220.0
all,0.25,2,281.4473512339596,231.0
all,0.25,2,282.0658007470077,274.0
all,0.25,2,280.389932819342,241.0
all,0.25,2,277.69701510441325,220.0
all,0.25,2,281.6540286531846,198.0
all,0.25,2,278.2526029225879,246.0
all,0.25,2,259.3679232633113,213.0
all,0.25,2,263.9249275578961,251.0
all,0.25,2,253.53885997700476,240.0
all,0.25,2,274.5928626389673,233.0
all,0.25,2,278.03031659236115,193.0
all,0.25,2,249.22491297376658,208.0
all,0.25,2,285.03665811274846,236.0
all,0.25,2,284.6824323757626,264.0
all,0.25,2,268.44934542294584,190.0
all,0.25,2,300.06234838329885,288.0
all,0.25,2,273.7630679979894,292.0
all,0.25,2,295.12220917371604,226.0
all,0.25,2,273.9982597723318,231.0
all,0.25,3,239.9927367879422,186.0
all,0.25,3,261.63133405768207,222.0
all,0.25,3,258.1369036143943,184.0
all,0.25,3,272.3881582187056,230.0
all,0.25,3,287.8476770188049,159.0
all,0.25,3,280.7239508707589,241.0
all,0.25,3,284.3733513704918,247.0
all,0.25,3,278.0151769433454,245.0
all,0.25,3,257.6786495441306,216.0
all,0.25,3,246.96159623803527,229.0
all,0.25,3,248.70470851744284,184.0
all,0.25,3,263.04773377459844,222.0
all,0.25,3,260.02889212176495,201.0
all,0.25,3,265.19198480813407,166.0
all,0.25,3,-162.4114304044626,302.0
all,0.25,3,261.67246806266394,204.0
all,0.25,3,239.06167087450524,208.0
all,0.25,3,248.61329517135601,216.0
all,0.25,3,257.29048840661073,172.0
all,0.25,3,251.332285417517,181.0
all,0.25,4,259.46139908786057,196.0
all,0.25,4,-245.3231957560105,364.0
all,0.25,4,258.5037867212071,202.0
all,0.25,4,244.97097322117736,180.0
all,0.25,4,275.68369119394146,220.0
all,0.25,4,-228.40885963958547,381.0
all,0.25,4,265.7067732960766,165.0
all,0.25,4,268.1950031504218,194.0
all,0.25,4,30.251441879861773,83.0
all,0.25,4,275.07244645834163,197.0
all,0.25,4,273.7889297229246,223.0
all,0.25,4,237.7062684953009,177.0
all,0.25,4,272.6331575700703,214.0
all,0.25,4,248.88930768888207,174.0
all,0.25,4,298.3485099588987,245.0
all,0.25,4,272.04272363837606,192.0
all,0.25,4,220.94215607478498,305.0
all,0.25,4,299.52885054940543,235.0
all,0.25,4,281.7075026140337,228.0
all,0.25,4,271.5250867171109,204.0
all,0.5,0,297.48841977345467,170.0
all,0.5,0,287.086866819911,216.0
all,0.5,0,282.29655995644544,201.0
all,0.5,0,308.8467206532854,168.0
all,0.5,0,279.2781354146269,187.0
all,0.5,0,268.03797031559736,173.0
all,0.5,0,277.6277731723268,156.0
all,0.5,0,273.2061879547193,167.0
all,0.5,0,283.0957121286749,180.0
all,0.5,0,187.91773243110075,486.0
all,0.5,0,286.88606970508937,149.0
all,0.5,0,254.6202385545835,166.0
all,0.5,0,274.56958003975694,186.0
all,0.5,0,265.0382694626629,182.0
all,0.5,0,283.23636810479934,147.0
all,0.5,0,272.5688979546129,167.0
all,0.5,0,247.01899760246076,173.0
all,0.5,0,273.7002476717153,164.0
all,0.5,0,-235.73676251430092,392.0
all,0.5,0,274.64798963595877,165.0
all,0.5,1,23.026726027298324,140.0
all,0.5,1,279.45014857530094,187.0
all,0.5,1,282.4277832189955,226.0
all,0.5,1,300.8606656301481,212.0
all,0.5,1,281.649433767426,164.0
all,0.5,1,269.4829677260698,192.0
all,0.5,1,292.40922064451837,214.0
all,0.5,1,267.10713753834267,182.0
all,0.5,1,307.70950296020516,290.0
all,0.5,1,241.66289795107159,394.0
all,0.5,1,288.2508186260376,221.0
all,0.5,1,268.6874526291683,204.0
all,0.5,1,278.5557343042749,212.0
all,0.5,1,276.45692472954966,182.0
all,0.5,1,273.8621480004333,206.0
all,0.5,1,242.11413499122156,167.0
all,0.5,1,274.8737912626625,186.0
all,0.5,1,246.08484942443624,232.0
all,0.5,1,263.295972276365,192.0
all,0.5,1,284.191931196203,200.0
all,0.5,2,244.54207897591496,220.0
all,0.5,2,281.4473512339596,231.0
all,0.5,2,282.4830554304749,274.0
all,0.5,2,280.389932819342,241.0
all,0.5,2,277.69701510441325,220.0
all,0.5,2,281.6540286531846,198.0
all,0.5,2,278.0066920186812,245.0
all,0.5,2,259.3679232633113,213.0
all,0.5,2,263.9249275578961,251.0
all,0.5,2,253.53885997700476,240.0
all,0.5,2,274.5928626389673,233.0
all,0.5,2,278.03031659236115,193.0
all,0.5,2,249.22491297376658,208.0
all,0.5,2,285.03665811274846,236.0
all,0.5,2,284.6824323757626,264.0
all,0.5,2,268.44934542294584,190.0
all,0.5,2,298.8751722952698,291.0
all,0.5,2,273.2881101809402,293.0
all,0.5,2,295.12220917371604,226.0
all,0.5,2,273.9982597723318,231.0
all,0.5,3,239.9927367879422,186.0
all,0.5,3,261.63133405768207,222.0
all,0.5,3,258.1369036143943,184.0
all,0.5,3,272.3881582187056,230.0
all,0.5,3,287.8476770188049,159.0
all,0.5,3,280.64832571428974,242.0
all,0.5,3,283.9024705179687,246.0
all,0.5,3,277.86900127286725,245.0
all,0.5,3,257.6786495441306,216.0
all,0.5,3,246.96159623803527,229.0
all,0.5,3,248.70470851744284,184.0
all,0.5,3,263.04773377459844,222.0
all,0.5,3,260.02889212176495,201.0
all,0.5,3,265.19198480813407,166.0
all,0.5,3,-164.00514819079382,308.0
all,0.5,3,261.67246806266394,204.0
all,0.5,3,239.06167087450524,208.0
all,0.5,3,248.61329517135601,216.0
all,0.5,3,257.29048840661073,172.0
all,0.5,3,251.332285417517,181.0
all,0.5,4,259.46139908786057,196.0
all,0.5,4,-199.43944429202116,344.0
all,0.5,4,258.5037867212071,202.0
all,0.5,4,244.97097322117736,180.0
all,0.5,4,275.68369119394146,220.0
all,0.5,4,-244.81191958765763,380.0
all,0.5,4,265.7067732960766,165.0
all,0.5,4,268.1950031504218,194.0
all,0.5,4,30.251441879861773,83.0
all,0.5,4,275.07244645834163,197.0
all,0.5,4,273.7889297229246,223.0
all,0.5,4,237.7062684953009,177.0
all,0.5,4,272.6331575700703,214.0
all,0.5,4,248.88930768888207,174.0
all,0.5,4,298.569264335067,243.0
all,0.5,4,272.04272363837606,192.0
all,0.5,4,219.36557274220806,382.0
all,0.5,4,299.1594343955328,255.0
all,0.5,4,281.7075026140337,228.0
all,0.5,4,271.5250867171109,204.0
all,0.75,0,297.48841977345467,170.0
all,0.75,0,287.086866819911,216.0
all,0.75,0,282.29655995644544,201.0
all,0.75,0,308.8467206532854,168.0
all,0.75,0,279.2781354146269,187.0
all,0.75,0,268.03797031559736,173.0
all,0.75,0,277.6277731723268,156.0
all,0.75,0,273.2061879547193,167.0
all,0.75,0,283.0957121286749,180.0
all,0.75,0,240.9554005037299,210.0
all,0.75,0,286.88606970508937,149.0
all,0.75,0,254.6202385545835,166.0
all,0.75,0,274.56958003975694,186.0
all,0.75,0,265.0382694626629,182.0
all,0.75,0,283.23636810479934,147.0
all,0.75,0,272.5688979546129,167.0
all,0.75,0,247.01899760246076,173.0
all,0.75,0,273.7002476717153,164.0
all,0.75,0,283.36807190725096,407.0
all,0.75,0,274.64798963595877,165.0
all,0.75,1,23.026726027298324,140.0
all,0.75,1,279.45014857530094,187.0
all,0.75,1,282.4277832189955,226.0
all,0.75,1,300.8606656301481,212.0
all,0.75,1,281.649433767426,164.0
all,0.75,1,269.4829677260698,192.0
all,0.75,1,292.40922064451837,214.0
all,0.75,1,267.10713753834267,182.0
all,0.75,1,307.1450177653519,290.0
all,0.75,1,281.26548618838905,227.0
all,0.75,1,288.2508186260376,221.0
all,0.75,1,268.6874526291683,204.0
all,0.75,1,278.5557343042749,212.0
all,0.75,1,276.45692472954966,182.0
all,0.75,1,273.8621480004333,206.0
all,0.75,1,242.11413499122156,167.0
all,0.75,1,274.8737912626625,186.0
all,0.75,1,245.69175838517435,238.0
all,0.75,1,263.295972276365,192.0
all,0.75,1,284.191931196203,200.0
all,0.75,2,244.54207897591496,220.0
all,0.75,2,281.47212050656935,230.0
all,0.75,2,284.5203112062359,256.0
all,0.75,2,280.7443738246709,239.0
all,0.75,2,277.69701510441325,220.0
all,0.75,2,281.6540286531846,198.0
all,0.75,2,276.1255886875262,258.0
all,0.75,2,259.3679232633113,213.0
all,0.75,2,264.5120537675692,244.0
all,0.75,2,246.7988382029923,767.0
all,0.75,2,274.5928626389673,233.0
all,0.75,2,278.03031659236115,193.0
all,0.75,2,249.22491297376658,208.0
all,0.75,2,285.03665811274846,236.0
all,0.75,2,286.4064095988296,250.0
all,0.75,2,268.44934542294584,190.0
all,0.75,2,303.63543786742406,266.0
all,0.75,2,286.1117964863438,272.0
all,0.75,2,295.12220917371604,226.0
all,0.75,2,273.9982597723318,231.0
all,0.75,3,239.9927367879422,186.0
all,0.75,3,261.63133405768207,222.0
all,0.75,3,258.1369036143943,184.0
all,0.75,3,272.3881582187056,230.0
all,0.75,3,287.8476770188049,159.0
all,0.75,3,280.4352602184018,244.0
all,0.75,3,284.6116626451943,251.0
all,0.75,3,267.7840172433822,244.0
all,0.75,3,257.6786495441306,216.0
all,0.75,3,246.96159623803527,229.0
all,0.75,3,248.70470851744284,184.0
all,0.75,3,263.04773377459844,222.0
all,0.75,3,260.02889212176495,201.0
all,0.75,3,265.19198480813407,166.0
all,0.75,3,274.8328206835851,252.0
all,0.75,3,261.67246806266394,204.0
all,0.75,3,239.06167087450524,208.0
all,0.75,3,248.61329517135601,216.0
all,0.75,3,257.29048840661073,172.0
all,0.75,3,251.332285417517,181.0
all,0.75,4,259.46139908786057,196.0
all,0.75,4,-284.75787297894345,933.0
all,0.75,4,258.5037867212071,202.0
all,0.75,4,244.97097322117736,180.0
all,0.75,4,275.68369119394146,220.0
all,0.75,4,-37.1707288509065,1000.0
all,0.75,4,265.7067732960766,165.0
all,0.75,4,268.1950031504218,194.0
all,0.75,4,30.251441879861773,83.0
all,0.75,4,275.07244645834163,197.0
all,0.75,4,273.7889297229246,223.0
all,0.75,4,237.7062684953009,177.0
all,0.75,4,272.6331575700703,214.0
all,0.75,4,248.88930768888207,174.0
all,0.75,4,298.4352290229868,240.0
all,0.75,4,272.04272363837606,192.0
all,0.75,4,219.9884394825148,305.0
all,0.75,4,299.033828706368,232.0
all,0.75,4,281.7075026140337,228.0
all,0.75,4,271.5250867171109,204.0
all,1.0,0,297.48841977345467,170.0
all,1.0,0,287.086866819911,216.0
all,1.0,0,282.29655995644544,201.0
all,1.0,0,308.8467206532854,168.0
all,1.0,0,279.2781354146269,187.0
all,1.0,0,268.03797031559736,173.0
all,1.0,0,277.6277731723268,156.0
all,1.0,0,273.2061879547193,167.0
all,1.0,0,283.0957121286749,180.0
all,1.0,0,240.89747477618033,210.0
all,1.0,0,286.88606970508937,149.0
all,1.0,0,254.6202385545835,166.0
all,1.0,0,274.56958003975694,186.0
all,1.0,0,265.0382694626629,182.0
all,1.0,0,283.23636810479934,147.0
all,1.0,0,272.5688979546129,167.0
all,1.0,0,247.01899760246076,173.0
all,1.0,0,273.7002476717153,164.0
all,1.0,0,283.0899015812006,452.0
all,1.0,0,274.64798963595877,165.0
all,1.0,1,23.026726027298324,140.0
all,1.0,1,279.45014857530094,187.0
all,1.0,1,282.4277832189955,226.0
all,1.0,1,300.8606656301481,212.0
all,1.0,1,281.649433767426,164.0
all,1.0,1,269.4829677260698,192.0
all,1.0,1,292.40922064451837,214.0
all,1.0,1,267.10713753834267,182.0
all,1.0,1,307.67174437259575,294.0
all,1.0,1,280.9747776658058,233.0
all,1.0,1,288.2508186260376,221.0
all,1.0,1,268.6874526291683,204.0
all,1.0,1,278.5557343042749,212.0
all,1.0,1,276.45692472954966,182.0
all,1.0,1,273.8621480004333,206.0
all,1.0,1,242.11413499122156,167.0
all,1.0,1,274.8737912626625,186.0
all,1.0,1,242.08432353929106,830.0
all,1.0,1,263.295972276365,192.0
all,1.0,1,284.191931196203,200.0
all,1.0,2,244.54207897591496,220.0
all,1.0,2,281.4772262927761,230.0
all,1.0,2,285.29757531741336,253.0
all,1.0,2,280.8629832382833,238.0
all,1.0,2,277.69701510441325,220.0
all,1.0,2,281.6540286531846,198.0
all,1.0,2,275.72302983883145,260.0
all,1.0,2,259.3679232633113,213.0
all,1.0,2,264.64220610399923,242.0
all,1.0,2,244.70369096073858,433.0
all,1.0,2,274.5928626389673,233.0
all,1.0,2,278.03031659236115,193.0
all,1.0,2,249.22491297376658,208.0
all,1.0,2,285.03665811274846,236.0
all,1.0,2,286.09818678949523,248.0
all,1.0,2,268.44934542294584,190.0
all,1.0,2,303.0118646768665,263.0
all,1.0,2,286.7136686098182,269.0
all,1.0,2,295.12220917371604,226.0
all,1.0,2,273.9982597723318,231.0
all,1.0,3,239.9927367879422,186.0
all,1.0,3,261.63133405768207,222.0
all,1.0,3,258.1369036143943,184.0
all,1.0,3,272.3881582187056,230.0
all,1.0,3,287.8476770188049,159.0
all,1.0,3,280.3713590855154,241.0
all,1.0,3,284.96356321660744,250.0
all,1.0,3,267.6080869033163,244.0
all,1.0,3,257.6786495441306,216.0
all,1.0,3,246.96159623803527,229.0
all,1.0,3,248.70470851744284,184.0
all,1.0,3,263.04773377459844,222.0
all,1.0,3,260.02889212176495,201.0
all,1.0,3,265.19198480813407,166.0
all,1.0,3,276.25853962204974,245.0
all,1.0,3,261.67246806266394,204.0
all,1.0,3,239.06167087450524,208.0
all,1.0,3,248.61329517135601,216.0
all,1.0,3,257.29048840661073,172.0
all,1.0,3,251.332285417517,181.0
all,1.0,4,259.46139908786057,196.0
all,1.0,4,-14.067080728377412,1000.0
all,1.0,4,258.5037867212071,202.0
all,1.0,4,244.97097322117736,180.0
all,1.0,4,275.68369119394146,220.0
all,1.0,4,24.18158146321381,1000.0
all,1.0,4,265.7067732960766,165.0
all,1.0,4,268.1950031504218,194.0
all,1.0,4,30.251441879861773,83.0
all,1.0,4,275.07244645834163,197.0
all,1.0,4,273.7889297229246,223.0
all,1.0,4,237.7062684953009,177.0
all,1.0,4,272.6331575700703,214.0
all,1.0,4,248.88930768888207,174.0
all,1.0,4,298.6391111263091,238.0
all,1.0,4,272.04272363837606,192.0
all,1.0,4,220.58889892317416,305.0
all,1.0,4,299.1142414965436,232.0
all,1.0,4,281.7075026140337,228.0
all,1.0,4,271.5250867171109,204.0
main,0.0,0,297.48841977345467,170.0
main,0.0,0,287.086866819911,216.0
main,0.0,0,282.29655995644544,201.0
main,0.0,0,308.8467206532854,168.0
main,0.0,0,279.2781354146269,187.0
main,0.0,0,268.03797031559736,173.0
main,0.0,0,277.6277731723268,156.0
main,0.0,0,273.2061879547193,167.0
main,0.0,0,283.0957121286749,180.0
main,0.0,0,240.89747477618033,210.0
main,0.0,0,286.88606970508937,149.0
main,0.0,0,254.6202385545835,166.0
main,0.0,0,274.56958003975694,186.0
main,0.0,0,265.0382694626629,182.0
main,0.0,0,283.23636810479934,147.0
main,0.0,0,272.5688979546129,167.0
main,0.0,0,247.01899760246076,173.0
main,0.0,0,273.7002476717153,164.0
main,0.0,0,283.0899015812006,452.0
main,0.0,0,274.64798963595877,165.0
main,0.0,1,23.026726027298324,140.0
main,0.0,1,279.45014857530094,187.0
main,0.0,1,282.4277832189955,226.0
main,0.0,1,300.8606656301481,212.0
main,0.0,1,281.649433767426,164.0
main,0.0,1,269.4829677260698,192.0
main,0.0,1,292.40922064451837,214.0
main,0.0,1,267.10713753834267,182.0
main,0.0,1,69.23266825847219,220.0
main,0.0,1,280.9747776658058,233.0
main,0.0,1,288.2508186260376,221.0
main,0.0,1,268.6874526291683,204.0
main,0.0,1,278.5557343042749,212.0
main,0.0,1,276.45692472954966,182.0
main,0.0,1,273.8621480004333,206.0
main,0.0,1,242.11413499122156,167.0
main,0.0,1,274.8737912626625,186.0
main,0.0,1,242.08432353929106,830.0
main,0.0,1,263.295972276365,192.0
main,0.0,1,284.191931196203,200.0
main,0.0,2,244.54207897591496,220.0
main,0.0,2,281.4772262927761,230.0
main,0.0,2,285.79368282748635,256.0
main,0.0,2,280.8629832382833,238.0
main,0.0,2,277.69701510441325,220.0
main,0.0,2,281.6540286531846,198.0
main,0.0,2,280.55908307435675,264.0
main,0.0,2,259.3679232633113,213.0
main,0.0,2,264.64220610399923,242.0
main,0.0,2,246.66298863261193,474.0
main,0.0,2,274.5928626389673,233.0
main,0.0,2,278.03031659236115,193.0
main,0.0,2,249.22491297376658,208.0
main,0.0,2,285.03665811274846,236.0
main,0.0,2,286.09818678949523,248.0
main,0.0,2,268.44934542294584,190.0
main,0.0,2,303.2848141206947,268.0
main,0.0,2,59.15483511148349,215.0
main,0.0,2,295.12220917371604,226.0
main,0.0,2,273.9982597723318,231.0
main,0.0,3,239.9927367879422,186.0
main,0.0,3,261.63133405768207,222.0
main,0.0,3,258.1369036143943,184.0
main,0.0,3,272.3881582187056,230.0
main,0.0,3,287.8476770188049,159.0
main,0.0,3,280.9241923005916,244.0
main,0.0,3,285.8948859718877,258.0
main,0.0,3,268.22575751397375,244.0
main,0.0,3,257.6786495441306,216.0
main,0.0,3,246.96159623803527,229.0
main,0.0,3,248.70470851744284,184.0
main,0.0,3,263.04773377459844,222.0
main,0.0,3,260.02889212176495,201.0
main,0.0,3,265.19198480813407,166.0
main,0.0,3,274.8047604281045,251.0
main,0.0,3,261.67246806266394,204.0
main,0.0,3,239.06167087450524,208.0
main,0.0,3,248.61329517135601,216.0
main,0.0,3,257.29048840661073,172.0
main,0.0,3,251.332285417517,181.0
main,0.0,4,259.46139908786057,196.0
main,0.0,4,-32.98529276230937,221.0
main,0.0,4,258.5037867212071,202.0
main,0.0,4,244.97097322117736,180.0
main,0.0,4,275.68369119394146,220.0
main,0.0,4,223.7516245587978,726.0
main,0.0,4,265.7067732960766,165.0
main,0.0,4,268.1950031504218,194.0
main,0.0,4,30.251441879861773,83.0
main,0.0,4,275.07244645834163,197.0
main,0.0,4,273.7889297229246,223.0
main,0.0,4,237.7062684953009,177.0
main,0.0,4,272.6331575700703,214.0
main,0.0,4,248.88930768888207,174.0
main,0.0,4,300.00658468491883,296.0
main,0.0,4,272.04272363837606,192.0
main,0.0,4,-21.365642628263558,220.0
main,0.0,4,300.0738312659022,241.0
main,0.0,4,281.7075026140337,228.0
main,0.0,4,271.5250867171109,204.0
main,0.25,0,297.48841977345467,170.0
main,0.25,0,287.086866819911,216.0
main,0.25,0,282.29655995644544,201.0
main,0.25,0,308.8467206532854,168.0
main,0.25,0,279.2781354146269,187.0
main,0.25,0,268.03797031559736,173.0
main,0.25,0,277.6277731723268,156.0
main,0.25,0,273.2061879547193,167.0
main,0.25,0,283.0957121286749,180.0
main,0.25,0,240.89747477618033,210.0
main,0.25,0,286.88606970508937,149.0
main,0.25,0,254.6202385545835,166.0
main,0.25,0,274.56958003975694,186.0
main,0.25,0,265.0382694626629,182.0
main,0.25,0,283.23636810479934,147.0
main,0.25,0,272.5688979546129,167.0
main,0.25,0,247.01899760246076,173.0
main,0.25,0,273.7002476717153,164.0
main,0.25,0,283.0899015812006,452.0
main,0.25,0,274.64798963595877,165.0
main,0.25,1,23.026726027298324,140.0
main,0.25,1,279.45014857530094,187.0
main,0.25,1,282.4277832189955,226.0
main,0.25,1,300.8606656301481,212.0
main,0.25,1,281.649433767426,164.0
main,0.25,1,269.4829677260698,192.0
main,0.25,1,292.40922064451837,214.0
main,0.25,1,267.10713753834267,182.0
main,0.25,1,308.73796370838704,282.0
main,0.25,1,280.9747776658058,233.0
main,0.25,1,288.2508186260376,221.0
main,0.25,1,268.6874526291683,204.0
main,0.25,1,278.5557343042749,212.0
main,0.25,1,276.45692472954966,182.0
main,0.25,1,273.8621480004333,206.0
main,0.25,1,242.11413499122156,167.0
main,0.25,1,274.8737912626625,186.0
main,0.25,1,242.08432353929106,830.0
main,0.25,1,263.295972276365,192.0
main,0.25,1,284.191931196203,200.0
main,0.25,2,244.54207897591496,220.0
main,0.25,2,281.4772262927761,230.0
main,0.25,2,285.49949688218226,253.0
main,0.25,2,280.8629832382833,238.0
main,0.25,2,277.69701510441325,220.0
main,0.25,2,281.6540286531846,198.0
main,0.25,2,267.0359326379928,254.0
main,0.25,2,259.3679232633113,213.0
main,0.25,2,264.64220610399923,242.0
main,0.25,2,175.26484339756186,630.0
main,0.25,2,274.5928626389673,233.0
main,0.25,2,278.03031659236115,193.0
main,0.25,2,249.22491297376658,208.0
main,0.25,2,285.03665811274846,236.0
main,0.25,2,286.09818678949523,248.0
main,0.25,2,268.44934542294584,190.0
main,0.25,2,302.58210549673345,258.0
main,0.25,2,288.03720245697195,267.0
main,0.25,2,295.12220917371604,226.0
main,0.25,2,273.9982597723318,231.0
main,0.25,3,239.9927367879422,186.0
main,0.25,3,261.63133405768207,222.0
main,0.25,3,258.1369036143943,184.0
main,0.25,3,272.3881582187056,230.0
main,0.25,3,287.8476770188049,159.0
main,0.25,3,280.9764953506918,241.0
main,0.25,3,285.1607355569412,255.0
main,0.25,3,267.93135618482296,245.0
main,0.25,3,257.6786495441306,216.0
main,0.25,3,246.96159623803527,229.0
main,0.25,3,248.70470851744284,184.0
main,0.25,3,263.04773377459844,222.0
main,0.25,3,260.02889212176495,201.0
main,0.25,3,265.19198480813407,166.0
main,0.25,3,276.5853821669657,246.0
main,0.25,3,261.67246806266394,204.0
main,0.25,3,239.06167087450524,208.0
main,0.25,3,248.61329517135601,216.0
main,0.25,3,257.29048840661073,172.0
main,0.25,3,251.332285417517,181.0
main,0.25,4,259.46139908786057,196.0
main,0.25,4,-145.73949760809148,507.0
main,0.25,4,258.5037867212071,202.0
main,0.25,4,244.97097322117736,180.0
main,0.25,4,275.68369119394146,220.0
main,0.25,4,28.078348600407182,1000.0
main,0.25,4,265.7067732960766,165.0
main,0.25,4,268.1950031504218,194.0
main,0.25,4,30.251441879861773,83.0
main,0.25,4,275.07244645834163,197.0
main,0.25,4,273.7889297229246,223.0
main,0.25,4,237.7062684953009,177.0
main,0.25,4,272.6331575700703,214.0
main,0.25,4,248.88930768888207,174.0
main,0.25,4,298.3273260427118,246.0
main,0.25,4,272.04272363837606,192.0
main,0.25,4,220.75631941693865,299.0
main,0.25,4,299.49772760981125,234.0
main,0.25,4,281.7075026140337,228.0
